Invoice ID,Customer type,Date,Time,Branch,City,Payment,Gender,Product line,cogs,gross income,Quantity,Rating,Tax 5%,Total,Unit price
365-64-0515,Normal,12/02/2019 00:00,1899-12-30 10:25:00,A,Yangon,Ewallet,Female,Electronic accessories,234.75,11.7375,5,7.1,11.7375,246.4875,46.95
366-43-6862,Normal,25/03/2019 00:00,1899-12-30 16:32:00,B,Mandalay,Ewallet,Male,Electronic accessories,211.56,10.578,4,6.7,10.578,222.138,52.89
366-93-0948,Member,31/01/2019 00:00,1899-12-30 10:46:00,A,Yangon,Credit card,Male,Electronic accessories,66.35,3.3175,1,9.7,3.3175,69.6675,66.35
369-82-2676,Normal,15/01/2019 00:00,1899-12-30 18:22:00,B,Mandalay,Ewallet,Male,Electronic accessories,378.3,18.915,5,7.8,18.915,397.215,75.66
370-41-7321,Member,27/02/2019 00:00,1899-12-30 17:24:00,B,Mandalay,Credit card,Male,Health and beauty,510.21,25.5105,9,8.4,25.5105,535.7205,56.69
370-96-0655,Normal,09/01/2019 00:00,1899-12-30 13:46:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,295.92,14.796,6,7.1,14.796,310.716,49.32
371-85-5789,Normal,05/03/2019 00:00,1899-12-30 10:40:00,B,Mandalay,Ewallet,Male,Health and beauty,263.94,13.197,3,5.1,13.197,277.137,87.98
372-26-1506,Normal,28/01/2019 00:00,1899-12-30 19:24:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,119.1,5.955,5,5.4,5.955,125.055,23.82
372-62-5264,Normal,16/01/2019 00:00,1899-12-30 14:42:00,C,Naypyitaw,Cash,Female,Food and beverages,473.4,23.67,9,7.6,23.67,497.07,52.6
372-94-8041,Normal,15/02/2019 00:00,1899-12-30 18:03:00,A,Yangon,Ewallet,Male,Health and beauty,91.56,4.578,6,9.8,4.578,96.138,15.26
373-09-4567,Normal,14/03/2019 00:00,1899-12-30 20:35:00,C,Naypyitaw,Ewallet,Male,Food and beverages,775.6,38.78,10,6.9,38.78,814.38,77.56
373-14-0504,Member,12/02/2019 00:00,1899-12-30 14:33:00,A,Yangon,Ewallet,Female,Sports and travel,143.26,7.163,2,8.8,7.163,150.423,71.63
373-73-7910,Normal,08/02/2019 00:00,1899-12-30 10:37:00,A,Yangon,Ewallet,Male,Sports and travel,604.17,30.2085,7,5.3,30.2085,634.3785,86.31
373-88-1424,Member,06/02/2019 00:00,1899-12-30 18:44:00,C,Naypyitaw,Ewallet,Male,Home and lifestyle,179.05,8.9525,5,7.9,8.9525,188.0025,35.81
374-17-3652,Member,05/02/2019 00:00,1899-12-30 15:26:00,B,Mandalay,Credit card,Female,Food and beverages,385.38,19.269,9,8.9,19.269,404.649,42.82
374-38-5555,Normal,07/02/2019 00:00,1899-12-30 19:30:00,B,Mandalay,Ewallet,Female,Fashion accessories,318.55,15.9275,5,8.5,15.9275,334.4775,63.71
375-72-3056,Normal,19/01/2019 00:00,1899-12-30 15:58:00,B,Mandalay,Ewallet,Male,Sports and travel,189.18,9.459,3,7,9.459,198.639,63.06
376-02-8238,Normal,02/02/2019 00:00,1899-12-30 18:42:00,B,Mandalay,Credit card,Male,Home and lifestyle,750.96,37.548,8,8.3,37.548,788.508,93.87
376-56-3573,Normal,02/02/2019 00:00,1899-12-30 13:23:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,381.68,19.084,4,6.4,19.084,400.764,95.42
377-79-7592,Member,14/01/2019 00:00,1899-12-30 14:00:00,C,Naypyitaw,Credit card,Female,Electronic accessories,403.56,20.178,9,7.5,20.178,423.738,44.84
378-07-7001,Member,10/02/2019 00:00,1899-12-30 18:23:00,B,Mandalay,Credit card,Male,Electronic accessories,144.27,7.2135,3,7.8,7.2135,151.4835,48.09
378-24-2715,Normal,20/01/2019 00:00,1899-12-30 20:38:00,B,Mandalay,Ewallet,Male,Home and lifestyle,106.88,5.344,2,4.1,5.344,112.224,53.44
379-17-6588,Normal,14/03/2019 00:00,1899-12-30 11:07:00,C,Naypyitaw,Cash,Male,Fashion accessories,596.1,29.805,10,5.3,29.805,625.905,59.61
380-60-5336,Normal,24/02/2019 00:00,1899-12-30 18:06:00,A,Yangon,Credit card,Female,Electronic accessories,402.6,20.13,10,5,20.13,422.73,40.26
380-94-4661,Member,07/02/2019 00:00,1899-12-30 13:05:00,C,Naypyitaw,Credit card,Male,Electronic accessories,263.76,13.188,4,6.9,13.188,276.948,65.94
381-20-0914,Member,12/01/2019 00:00,1899-12-30 15:48:00,A,Yangon,Credit card,Female,Fashion accessories,180.09,9.0045,9,5.7,9.0045,189.0945,20.01
382-03-4532,Member,02/02/2019 00:00,1899-12-30 18:50:00,A,Yangon,Cash,Female,Health and beauty,18.33,0.9165,1,4.3,0.9165,19.2465,18.33
382-25-8917,Normal,29/01/2019 00:00,1899-12-30 12:25:00,C,Naypyitaw,Cash,Male,Fashion accessories,252.48,12.624,6,8.9,12.624,265.104,42.08
384-59-6655,Member,19/02/2019 00:00,1899-12-30 15:07:00,A,Yangon,Cash,Female,Food and beverages,887.94,44.397,9,8.4,44.397,932.337,98.66
386-27-7606,Member,23/03/2019 00:00,1899-12-30 15:59:00,C,Naypyitaw,Credit card,Female,Home and lifestyle,568.4,28.42,7,8.1,28.42,596.82,81.2
387-49-4215,Member,08/01/2019 00:00,1899-12-30 12:50:00,B,Mandalay,Cash,Female,Sports and travel,145.5,7.275,3,6.7,7.275,152.775,48.5
388-76-2555,Normal,13/02/2019 00:00,1899-12-30 13:59:00,B,Mandalay,Cash,Male,Sports and travel,82.14,4.107,6,6.3,4.107,86.247,13.69
389-25-3394,Normal,17/02/2019 00:00,1899-12-30 18:06:00,C,Naypyitaw,Cash,Male,Electronic accessories,59.05,2.9525,5,9.4,2.9525,62.0025,11.81
389-70-2397,Normal,21/02/2019 00:00,1899-12-30 10:26:00,C,Naypyitaw,Cash,Female,Health and beauty,418.3,20.915,5,7.2,20.915,439.215,83.66
390-17-5806,Member,02/02/2019 00:00,1899-12-30 16:33:00,C,Naypyitaw,Cash,Female,Food and beverages,38.42,1.921,1,8.6,1.921,40.341,38.42
390-31-6381,Normal,07/01/2019 00:00,1899-12-30 12:37:00,C,Naypyitaw,Cash,Male,Food and beverages,81.66,4.083,3,7.3,4.083,85.743,27.22
390-80-5128,Member,28/01/2019 00:00,1899-12-30 17:58:00,B,Mandalay,Credit card,Female,Health and beauty,19.15,0.9575,1,9.5,0.9575,20.1075,19.15
393-65-2792,Normal,06/01/2019 00:00,1899-12-30 12:46:00,C,Naypyitaw,Credit card,Male,Food and beverages,894.8,44.74,10,9.6,44.74,939.54,89.48
394-30-3170,Member,22/03/2019 00:00,1899-12-30 19:35:00,B,Mandalay,Credit card,Female,Sports and travel,707.44,35.372,8,4.3,35.372,742.812,88.43
394-41-0748,Member,27/01/2019 00:00,1899-12-30 14:55:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,486.63,24.3315,9,9.5,24.3315,510.9615,54.07
394-43-4238,Member,15/02/2019 00:00,1899-12-30 12:42:00,B,Mandalay,Credit card,Male,Home and lifestyle,88.85,4.4425,5,5.4,4.4425,93.2925,17.77
394-55-6384,Member,25/01/2019 00:00,1899-12-30 13:38:00,C,Naypyitaw,Cash,Female,Sports and travel,631.71,31.5855,9,6.7,31.5855,663.2955,70.19
396-90-2219,Normal,23/02/2019 00:00,1899-12-30 12:29:00,B,Mandalay,Cash,Female,Electronic accessories,119.68,5.984,8,8.6,5.984,125.664,14.96
397-25-8725,Member,13/01/2019 00:00,1899-12-30 17:54:00,A,Yangon,Credit card,Female,Health and beauty,356.58,17.829,9,6.8,17.829,374.409,39.62
399-46-5918,Normal,28/02/2019 00:00,1899-12-30 19:01:00,C,Naypyitaw,Cash,Female,Electronic accessories,687.84,34.392,8,8.2,34.392,722.232,85.98
399-69-4630,Normal,07/03/2019 00:00,1899-12-30 10:23:00,C,Naypyitaw,Credit card,Male,Electronic accessories,133.26,6.663,6,8.6,6.663,139.923,22.21
400-45-1220,Normal,27/02/2019 00:00,1899-12-30 11:06:00,B,Mandalay,Credit card,Female,Health and beauty,135,6.75,10,4.8,6.75,141.75,13.5
400-60-7251,Normal,10/02/2019 00:00,1899-12-30 12:50:00,A,Yangon,Ewallet,Male,Home and lifestyle,74.07,3.7035,1,9.9,3.7035,77.7735,74.07
400-80-4065,Member,15/02/2019 00:00,1899-12-30 20:21:00,C,Naypyitaw,Credit card,Male,Health and beauty,274.2,13.71,4,9.2,13.71,287.91,68.55
400-89-4171,Normal,28/01/2019 00:00,1899-12-30 13:05:00,C,Naypyitaw,Cash,Female,Sports and travel,647.76,32.388,8,9.3,32.388,680.148,80.97
401-09-4232,Member,11/02/2019 00:00,1899-12-30 18:38:00,C,Naypyitaw,Ewallet,Male,Home and lifestyle,433.45,21.6725,5,9.4,21.6725,455.1225,86.69
401-18-8016,Member,21/01/2019 00:00,1899-12-30 17:36:00,B,Mandalay,Cash,Female,Sports and travel,98.13,4.9065,1,8.9,4.9065,103.0365,98.13
404-91-5964,Normal,04/02/2019 00:00,1899-12-30 16:09:00,A,Yangon,Credit card,Male,Electronic accessories,522.06,26.103,7,9,26.103,548.163,74.58
405-31-3305,Member,02/02/2019 00:00,1899-12-30 18:31:00,A,Yangon,Credit card,Male,Fashion accessories,431.3,21.565,10,5.5,21.565,452.865,43.13
406-46-7107,Normal,11/01/2019 00:00,1899-12-30 11:52:00,A,Yangon,Cash,Female,Home and lifestyle,579.12,28.956,6,4.5,28.956,608.076,96.52
407-63-8975,Normal,23/03/2019 00:00,1899-12-30 19:16:00,A,Yangon,Ewallet,Male,Food and beverages,443.28,22.164,6,4.4,22.164,465.444,73.88
408-26-9866,Normal,02/03/2019 00:00,1899-12-30 16:42:00,C,Naypyitaw,Ewallet,Female,Sports and travel,517.86,25.893,7,4.1,25.893,543.753,73.98
408-66-6712,Member,16/02/2019 00:00,1899-12-30 14:19:00,C,Naypyitaw,Ewallet,Female,Health and beauty,286.26,14.313,6,4.4,14.313,300.573,47.71
409-33-9708,Normal,19/02/2019 00:00,1899-12-30 10:12:00,A,Yangon,Ewallet,Female,Fashion accessories,196.96,9.848,2,9.2,9.848,206.808,98.48
409-49-6995,Member,05/02/2019 00:00,1899-12-30 10:17:00,C,Naypyitaw,Cash,Female,Food and beverages,283.62,14.181,6,8.8,14.181,297.801,47.27
410-67-1709,Member,20/01/2019 00:00,1899-12-30 17:48:00,A,Yangon,Ewallet,Female,Fashion accessories,511.04,25.552,8,9.9,25.552,536.592,63.88
411-77-0180,Member,26/03/2019 00:00,1899-12-30 20:14:00,A,Yangon,Ewallet,Male,Electronic accessories,505.4,25.27,7,4.3,25.27,530.67,72.2
413-20-6708,Member,18/03/2019 00:00,1899-12-30 15:52:00,C,Naypyitaw,Ewallet,Female,Fashion accessories,51.47,2.5735,1,8.5,2.5735,54.0435,51.47
414-12-7047,Normal,18/01/2019 00:00,1899-12-30 12:04:00,B,Mandalay,Ewallet,Male,Food and beverages,158.32,7.916,8,8.7,7.916,166.236,19.79
416-13-5917,Normal,30/01/2019 00:00,1899-12-30 16:24:00,C,Naypyitaw,Ewallet,Female,Food and beverages,485.15,24.2575,5,9.3,24.2575,509.4075,97.03
416-17-9926,Member,01/01/2019 00:00,1899-12-30 14:42:00,A,Yangon,Credit card,Female,Electronic accessories,742.2,37.11,10,4.3,37.11,779.31,74.22
418-02-5978,Normal,11/02/2019 00:00,1899-12-30 10:54:00,B,Mandalay,Cash,Female,Health and beauty,756.81,37.8405,9,8,37.8405,794.6505,84.09
418-05-0656,Normal,02/02/2019 00:00,1899-12-30 20:42:00,B,Mandalay,Cash,Female,Fashion accessories,178.92,8.946,7,7.1,8.946,187.866,25.56
420-04-7590,Normal,18/03/2019 00:00,1899-12-30 11:29:00,B,Mandalay,Ewallet,Male,Home and lifestyle,299.1,14.955,3,4.7,14.955,314.055,99.7
420-11-4919,Member,17/02/2019 00:00,1899-12-30 19:57:00,C,Naypyitaw,Credit card,Female,Food and beverages,356.95,17.8475,5,5.5,17.8475,374.7975,71.39
420-18-8989,Member,02/02/2019 00:00,1899-12-30 15:47:00,A,Yangon,Cash,Female,Sports and travel,412.16,20.608,8,9.6,20.608,432.768,51.52
420-97-3340,Normal,28/03/2019 00:00,1899-12-30 15:30:00,A,Yangon,Credit card,Female,Food and beverages,215.04,10.752,3,9.2,10.752,225.792,71.68
421-95-9805,Normal,07/02/2019 00:00,1899-12-30 10:18:00,A,Yangon,Credit card,Female,Electronic accessories,28.96,1.448,1,6.2,1.448,30.408,28.96
422-29-8786,Normal,03/01/2019 00:00,1899-12-30 16:47:00,A,Yangon,Credit card,Female,Home and lifestyle,335.45,16.7725,5,9.1,16.7725,352.2225,67.09
423-57-2993,Normal,27/03/2019 00:00,1899-12-30 19:18:00,B,Mandalay,Ewallet,Male,Sports and travel,560.34,28.017,6,10,28.017,588.357,93.39
423-64-4619,Member,07/03/2019 00:00,1899-12-30 13:12:00,A,Yangon,Cash,Female,Health and beauty,139.95,6.9975,9,5,6.9975,146.9475,15.55
423-80-0988,Normal,30/01/2019 00:00,1899-12-30 19:42:00,C,Naypyitaw,Ewallet,Male,Sports and travel,152.8,7.64,2,6.5,7.64,160.44,76.4
425-85-2085,Member,29/03/2019 00:00,1899-12-30 16:48:00,B,Mandalay,Ewallet,Male,Health and beauty,274.3,13.715,5,9.8,13.715,288.015,54.86
426-39-2418,Normal,14/01/2019 00:00,1899-12-30 10:02:00,C,Naypyitaw,Cash,Male,Electronic accessories,429.87,21.4935,7,9.8,21.4935,451.3635,61.41
427-45-9297,Member,12/03/2019 00:00,1899-12-30 11:01:00,B,Mandalay,Ewallet,Female,Home and lifestyle,285.11,14.2555,7,5.4,14.2555,299.3655,40.73
428-83-5800,Member,09/02/2019 00:00,1899-12-30 10:25:00,C,Naypyitaw,Cash,Female,Food and beverages,63.24,3.162,3,7.3,3.162,66.402,21.08
430-02-3888,Normal,07/02/2019 00:00,1899-12-30 15:55:00,B,Mandalay,Cash,Male,Electronic accessories,276.12,13.806,6,7.1,13.806,289.926,46.02
430-53-4718,Member,28/01/2019 00:00,1899-12-30 15:46:00,B,Mandalay,Credit card,Male,Health and beauty,602.96,30.148,8,8.4,30.148,633.108,75.37
430-60-3493,Member,03/02/2019 00:00,1899-12-30 14:38:00,A,Yangon,Cash,Female,Home and lifestyle,664.16,33.208,7,4.2,33.208,697.368,94.88
431-66-2305,Normal,15/02/2019 00:00,1899-12-30 20:51:00,B,Mandalay,Credit card,Female,Electronic accessories,794.25,39.7125,9,7.6,39.7125,833.9625,88.25
433-08-7822,Normal,05/01/2019 00:00,1899-12-30 19:48:00,C,Naypyitaw,Ewallet,Female,Health and beauty,552.23,27.6115,7,7.5,27.6115,579.8415,78.89
433-75-6987,Member,05/03/2019 00:00,1899-12-30 19:06:00,B,Mandalay,Ewallet,Female,Health and beauty,391.79,19.5895,7,8.9,19.5895,411.3795,55.97
434-35-9162,Member,04/02/2019 00:00,1899-12-30 18:53:00,B,Mandalay,Ewallet,Male,Food and beverages,93.36,4.668,4,7.4,4.668,98.028,23.34
434-83-9547,Member,23/01/2019 00:00,1899-12-30 11:51:00,C,Naypyitaw,Cash,Male,Food and beverages,307.76,15.388,8,7.7,15.388,323.148,38.47
435-13-4908,Member,24/01/2019 00:00,1899-12-30 18:04:00,A,Yangon,Credit card,Male,Fashion accessories,693.44,34.672,8,7.2,34.672,728.112,86.68
436-54-4512,Member,20/03/2019 00:00,1899-12-30 19:44:00,A,Yangon,Cash,Female,Food and beverages,91.61,4.5805,1,9.8,4.5805,96.1905,91.61
437-53-3084,Normal,26/02/2019 00:00,1899-12-30 11:48:00,B,Mandalay,Ewallet,Male,Fashion accessories,199.78,9.989,2,7.1,9.989,209.769,99.89
437-58-8131,Normal,15/01/2019 00:00,1899-12-30 13:41:00,B,Mandalay,Ewallet,Female,Fashion accessories,147.04,7.352,2,4.6,7.352,154.392,73.52
438-01-4015,Member,21/03/2019 00:00,1899-12-30 15:25:00,B,Mandalay,Ewallet,Female,Sports and travel,197.96,9.898,4,6.6,9.898,207.858,49.49
438-23-1242,Normal,24/01/2019 00:00,1899-12-30 10:38:00,B,Mandalay,Ewallet,Male,Electronic accessories,531.16,26.558,7,8.9,26.558,557.718,75.88
439-54-7422,Normal,18/03/2019 00:00,1899-12-30 17:15:00,A,Yangon,Credit card,Female,Electronic accessories,204.76,10.238,4,4.7,10.238,214.998,51.19
440-59-5691,Member,08/02/2019 00:00,1899-12-30 13:12:00,C,Naypyitaw,Credit card,Female,Health and beauty,260.05,13.0025,7,7.7,13.0025,273.0525,37.15
441-94-7118,Member,04/02/2019 00:00,1899-12-30 12:14:00,A,Yangon,Cash,Male,Electronic accessories,71.95,3.5975,1,7.3,3.5975,75.5475,71.95
442-44-6497,Member,08/01/2019 00:00,1899-12-30 11:42:00,C,Naypyitaw,Credit card,Male,Home and lifestyle,166.71,8.3355,3,5.9,8.3355,175.0455,55.57
442-48-3607,Member,14/03/2019 00:00,1899-12-30 11:21:00,A,Yangon,Credit card,Male,Food and beverages,46.96,2.348,2,7.9,2.348,49.308,23.48
443-59-0061,Member,03/02/2019 00:00,1899-12-30 11:25:00,A,Yangon,Ewallet,Male,Food and beverages,674.5,33.725,10,4.2,33.725,708.225,67.45
443-60-9639,Member,24/01/2019 00:00,1899-12-30 13:24:00,C,Naypyitaw,Cash,Female,Home and lifestyle,60.87,3.0435,1,5.5,3.0435,63.9135,60.87
443-82-0585,Member,01/02/2019 00:00,1899-12-30 19:54:00,A,Yangon,Cash,Female,Health and beauty,310.72,15.536,4,8.4,15.536,326.256,77.68
445-30-9252,Normal,17/01/2019 00:00,1899-12-30 17:59:00,A,Yangon,Ewallet,Male,Sports and travel,77.1,3.855,3,6.1,3.855,80.955,25.7
446-47-6729,Normal,02/01/2019 00:00,1899-12-30 18:09:00,C,Naypyitaw,Credit card,Male,Fashion accessories,199.64,9.982,2,6.7,9.982,209.622,99.82
447-15-7839,Member,09/02/2019 00:00,1899-12-30 11:00:00,A,Yangon,Cash,Female,Sports and travel,222.4,11.12,10,4.2,11.12,233.52,22.24
448-34-8700,Member,10/02/2019 00:00,1899-12-30 13:51:00,B,Mandalay,Ewallet,Male,Home and lifestyle,258.37,12.9185,7,6.7,12.9185,271.2885,36.91
448-61-3783,Normal,21/03/2019 00:00,1899-12-30 16:08:00,A,Yangon,Credit card,Female,Electronic accessories,720.16,36.008,8,4.5,36.008,756.168,90.02
448-81-5016,Normal,11/03/2019 00:00,1899-12-30 12:01:00,A,Yangon,Credit card,Male,Health and beauty,119.54,5.977,2,5.8,5.977,125.517,59.77
449-16-6770,Normal,19/02/2019 00:00,1899-12-30 14:53:00,A,Yangon,Credit card,Male,Health and beauty,253.95,12.6975,5,5.3,12.6975,266.6475,50.79
449-27-2918,Member,26/03/2019 00:00,1899-12-30 11:02:00,B,Mandalay,Credit card,Female,Sports and travel,39.12,1.956,1,9.6,1.956,41.076,39.12
450-28-2866,Member,15/01/2019 00:00,1899-12-30 19:25:00,C,Naypyitaw,Cash,Male,Food and beverages,87.2,4.36,5,8.1,4.36,91.56,17.44
450-42-3339,Normal,09/02/2019 00:00,1899-12-30 18:58:00,C,Naypyitaw,Credit card,Male,Health and beauty,846.1,42.305,10,8.8,42.305,888.405,84.61
451-28-5717,Member,20/03/2019 00:00,1899-12-30 11:23:00,C,Naypyitaw,Cash,Female,Home and lifestyle,499.02,24.951,6,7.3,24.951,523.971,83.17
451-73-2711,Normal,14/01/2019 00:00,1899-12-30 15:20:00,C,Naypyitaw,Ewallet,Male,Food and beverages,84.83,4.2415,1,8.8,4.2415,89.0715,84.83
452-04-8808,Normal,26/01/2019 00:00,1899-12-30 15:17:00,B,Mandalay,Cash,Male,Electronic accessories,609.56,30.478,7,5.5,30.478,640.038,87.08
453-12-7053,Normal,10/03/2019 00:00,1899-12-30 17:38:00,C,Naypyitaw,Credit card,Male,Fashion accessories,137.22,6.861,3,6.5,6.861,144.081,45.74
453-33-6436,Normal,07/02/2019 00:00,1899-12-30 10:09:00,A,Yangon,Cash,Female,Home and lifestyle,744.96,37.248,8,6.8,37.248,782.208,93.12
453-63-6187,Normal,01/03/2019 00:00,1899-12-30 15:40:00,B,Mandalay,Ewallet,Male,Electronic accessories,82.5,4.125,3,6.5,4.125,86.625,27.5
457-12-0244,Member,14/03/2019 00:00,1899-12-30 13:49:00,C,Naypyitaw,Ewallet,Female,Sports and travel,211.32,10.566,6,6.5,10.566,221.886,35.22
457-13-1708,Member,08/01/2019 00:00,1899-12-30 19:07:00,B,Mandalay,Credit card,Male,Fashion accessories,652.3,32.615,10,5.2,32.615,684.915,65.23
457-94-0464,Member,31/01/2019 00:00,1899-12-30 20:32:00,B,Mandalay,Ewallet,Male,Electronic accessories,790.83,39.5415,9,5.6,39.5415,830.3715,87.87
458-10-8612,Normal,20/01/2019 00:00,1899-12-30 12:27:00,C,Naypyitaw,Ewallet,Male,Health and beauty,448.56,22.428,7,7.6,22.428,470.988,64.08
458-41-1477,Normal,08/03/2019 00:00,1899-12-30 17:11:00,C,Naypyitaw,Credit card,Female,Health and beauty,277.56,13.878,6,9.5,13.878,291.438,46.26
458-61-0011,Normal,20/02/2019 00:00,1899-12-30 18:43:00,B,Mandalay,Cash,Male,Food and beverages,241.2,12.06,4,5.8,12.06,253.26,60.3
459-45-2396,Member,25/02/2019 00:00,1899-12-30 18:45:00,A,Yangon,Cash,Female,Food and beverages,298.8,14.94,3,5.8,14.94,313.74,99.6
459-50-7686,Normal,13/01/2019 00:00,1899-12-30 19:14:00,A,Yangon,Ewallet,Female,Electronic accessories,140.76,7.038,6,6.4,7.038,147.798,23.46
460-35-4390,Normal,22/01/2019 00:00,1899-12-30 11:00:00,A,Yangon,Ewallet,Male,Home and lifestyle,92.04,4.602,3,9.1,4.602,96.642,30.68
460-93-5834,Normal,13/01/2019 00:00,1899-12-30 10:03:00,A,Yangon,Cash,Male,Sports and travel,319.06,15.953,7,5,15.953,335.013,45.58
462-67-9126,Normal,21/01/2019 00:00,1899-12-30 17:44:00,A,Yangon,Cash,Male,Home and lifestyle,439.32,21.966,6,7.2,21.966,461.286,73.22
462-78-5240,Normal,19/03/2019 00:00,1899-12-30 14:35:00,C,Naypyitaw,Cash,Female,Electronic accessories,53.22,2.661,2,4.2,2.661,55.881,26.61
466-61-5506,Member,26/02/2019 00:00,1899-12-30 10:52:00,B,Mandalay,Cash,Female,Electronic accessories,544.2,27.21,6,5.3,27.21,571.41,90.7
468-01-2051,Normal,06/03/2019 00:00,1899-12-30 13:46:00,B,Mandalay,Ewallet,Male,Food and beverages,434.56,21.728,7,5.4,21.728,456.288,62.08
468-88-0009,Member,24/03/2019 00:00,1899-12-30 10:29:00,A,Yangon,Cash,Male,Home and lifestyle,263.76,13.188,4,6,13.188,276.948,65.94
468-99-7231,Normal,03/03/2019 00:00,1899-12-30 17:36:00,C,Naypyitaw,Cash,Female,Home and lifestyle,352.08,17.604,8,8.8,17.604,369.684,44.01
470-31-3286,Normal,01/03/2019 00:00,1899-12-30 11:30:00,B,Mandalay,Credit card,Male,Health and beauty,44.46,2.223,3,8.7,2.223,46.683,14.82
470-32-9057,Member,28/03/2019 00:00,1899-12-30 15:31:00,A,Yangon,Credit card,Male,Food and beverages,256.7,12.835,5,9.1,12.835,269.535,51.34
471-06-8611,Normal,06/02/2019 00:00,1899-12-30 10:22:00,C,Naypyitaw,Credit card,Female,Food and beverages,52.42,2.621,1,6.3,2.621,55.041,52.42
471-41-2823,Normal,07/03/2019 00:00,1899-12-30 20:37:00,C,Naypyitaw,Ewallet,Male,Food and beverages,199.58,9.979,2,8,9.979,209.559,99.79
472-15-9636,Normal,22/03/2019 00:00,1899-12-30 19:36:00,A,Yangon,Ewallet,Male,Home and lifestyle,407.44,20.372,8,9.2,20.372,427.812,50.93
474-33-8305,Member,23/03/2019 00:00,1899-12-30 13:23:00,C,Naypyitaw,Ewallet,Male,Fashion accessories,471.73,23.5865,7,6.9,23.5865,495.3165,67.39
477-24-6490,Normal,26/02/2019 00:00,1899-12-30 16:52:00,B,Mandalay,Ewallet,Female,Health and beauty,598.26,29.913,6,7.9,29.913,628.173,99.71
477-59-2456,Normal,23/01/2019 00:00,1899-12-30 11:15:00,C,Naypyitaw,Cash,Female,Fashion accessories,318.08,15.904,7,9.2,15.904,333.984,45.44
478-06-7835,Normal,11/01/2019 00:00,1899-12-30 11:20:00,A,Yangon,Ewallet,Male,Fashion accessories,89.69,4.4845,1,4.9,4.4845,94.1745,89.69
479-26-8945,Member,05/02/2019 00:00,1899-12-30 11:32:00,B,Mandalay,Ewallet,Female,Sports and travel,32.98,1.649,2,4.6,1.649,34.629,16.49
480-63-2856,Normal,23/01/2019 00:00,1899-12-30 18:37:00,C,Naypyitaw,Ewallet,Male,Food and beverages,154,7.7,8,6.6,7.7,161.7,19.25
482-17-1179,Member,19/01/2019 00:00,1899-12-30 12:47:00,A,Yangon,Credit card,Male,Electronic accessories,35.82,1.791,3,8.1,1.791,37.611,11.94
483-71-1164,Normal,08/03/2019 00:00,1899-12-30 16:43:00,C,Naypyitaw,Ewallet,Female,Health and beauty,487.8,24.39,6,5.3,24.39,512.19,81.3
484-22-8230,Member,08/01/2019 00:00,1899-12-30 20:08:00,C,Naypyitaw,Cash,Female,Fashion accessories,363.23,18.1615,7,4.5,18.1615,381.3915,51.89
485-30-8700,Normal,18/03/2019 00:00,1899-12-30 16:10:00,A,Yangon,Credit card,Female,Sports and travel,166.3,8.315,5,4.2,8.315,174.615,33.26
487-79-6868,Member,26/03/2019 00:00,1899-12-30 19:28:00,B,Mandalay,Credit card,Female,Home and lifestyle,110.61,5.5305,9,8,5.5305,116.1405,12.29
488-25-4221,Member,22/02/2019 00:00,1899-12-30 10:36:00,C,Naypyitaw,Credit card,Female,Food and beverages,30.41,1.5205,1,8.4,1.5205,31.9305,30.41
489-64-4354,Normal,09/03/2019 00:00,1899-12-30 15:36:00,C,Naypyitaw,Cash,Male,Fashion accessories,16.28,0.814,1,5,0.814,17.094,16.28
489-82-1237,Normal,05/01/2019 00:00,1899-12-30 11:51:00,A,Yangon,Credit card,Female,Electronic accessories,657.16,32.858,7,7.3,32.858,690.018,93.88
490-29-1201,Normal,06/01/2019 00:00,1899-12-30 11:09:00,A,Yangon,Cash,Female,Sports and travel,15.34,0.767,1,6.5,0.767,16.107,15.34
490-95-0021,Member,08/01/2019 00:00,1899-12-30 14:25:00,B,Mandalay,Ewallet,Female,Food and beverages,332.1,16.605,10,6,16.605,348.705,33.21
491-38-3499,Member,26/02/2019 00:00,1899-12-30 17:46:00,A,Yangon,Credit card,Male,Fashion accessories,55.45,2.7725,1,4.9,2.7725,58.2225,55.45
493-65-6248,Member,01/01/2019 00:00,1899-12-30 19:48:00,C,Naypyitaw,Credit card,Female,Sports and travel,369.8,18.49,10,7,18.49,388.29,36.98
497-36-0989,Normal,15/02/2019 00:00,1899-12-30 15:21:00,A,Yangon,Cash,Male,Fashion accessories,155.82,7.791,3,7.9,7.791,163.611,51.94
497-37-6538,Normal,17/01/2019 00:00,1899-12-30 15:15:00,A,Yangon,Ewallet,Male,Sports and travel,412.37,20.6185,7,9.7,20.6185,432.9885,58.91
498-41-1961,Normal,20/02/2019 00:00,1899-12-30 18:01:00,B,Mandalay,Cash,Male,Health and beauty,333.4,16.67,5,7.6,16.67,350.07,66.68
499-27-7781,Normal,14/03/2019 00:00,1899-12-30 16:45:00,B,Mandalay,Ewallet,Female,Food and beverages,425.68,21.284,8,5,21.284,446.964,53.21
500-02-2261,Normal,21/03/2019 00:00,1899-12-30 17:04:00,C,Naypyitaw,Ewallet,Female,Food and beverages,343.74,17.187,6,5.9,17.187,360.927,57.29
